category,id,name,en,prompt,image_path,is_featured
"影视语言",cat17_item27,"高速摄影","High-speed","High-speed","/images/themes/cinematic/高速摄影_High-speed.png",
"影视语言",cat17_item28,"鱼眼镜头","Fisheye","Fisheye","/images/themes/cinematic/鱼眼镜头_Fisheye.png",
"游戏美术",cat18_item1,"8-bit","8-bit","8-bit","/images/themes/game_art/8-bit_8-bit.png",true
"游戏美术",cat18_item2,"16-bit","16-bit","16-bit","/images/themes/game_art/16-bit_16-bit.png",true
"游戏美术",cat18_item3,"像素风","Pixel Art","Pixel Art","/images/themes/game_art/像素风_Pixel Art.png",true
"游戏美术",cat18_item4,"等距游戏","Isometric","Isometric","/images/themes/game_art/等距游戏_Isometric.png",true
"游戏美术",cat18_item5,"RPG 风格","RPG","RPG","/images/themes/game_art/RPG 风格_RPG.png",
"游戏美术",cat18_item6,"赛博朋克游戏","Cyberpunk Game","Cyberpunk Game","/images/themes/game_art/赛博朋克游戏_Cyberpunk Game.png",
"游戏美术",cat18_item7,"像素角色","Pixel Character","Pixel Character","/images/themes/game_art/像素角色_Pixel Character.png",
"游戏美术",cat18_item8,"低多边形游戏","Low Poly Game","Low Poly Game","/images/themes/game_art/低多边形游戏_Low Poly Game.png",
"游戏美术",cat18_item9,"游戏 UI","Game UI","Game UI","/images/themes/game_art/游戏 UI_Game UI.png",
"游戏美术",cat18_item10,"复古游戏","Retro Game","Retro Game","/images/themes/game_art/复古游戏_Retro Game.png",
"游戏美术",cat18_item11,"像素场景","Pixel Scene","Pixel Scene","/images/themes/game_art/像素场景_Pixel Scene.png",
"游戏美术",cat18_item12,"2D 平台游戏","2D Platformer","2D Platformer","/images/themes/game_art/2D 平台游戏_2D Platformer.png",
"游戏美术",cat18_item13,"游戏贴图","Game Texture","Game Texture","/images/themes/game_art/游戏贴图_Game Texture.png",
"游戏美术",cat18_item14,"独立游戏","Indie Game","Indie Game","/images/themes/game_art/独立游戏_Indie Game.png",
"游戏美术",cat18_item15,"VR 游戏","VR Game","VR Game","/images/themes/game_art/VR 游戏_VR Game.png",
"游戏美术",cat18_item16,"AR 游戏","AR Game","AR Game","/images/themes/game_art/AR 游戏_AR Game.png",
"游戏美术",cat18_item17,"游戏图标","Game Icon","Game Icon","/images/themes/game_art/游戏图标_Game Icon.png",
"游戏美术",cat18_item18,"复古像素","Retro Pixel","Retro Pixel","/images/themes/game_art/复古像素_Retro Pixel.png",
"游戏美术",cat18_item19,"VR 游戏","VR Game","VR Game","/images/themes/game_art/VR 游戏_VR Game.png",
"游戏美术",cat18_item20,"AR 游戏","AR Game","AR Game","/images/themes/game_art/AR 游戏_AR Game.png",
"游戏美术",cat18_item21,"VR 游戏","VR Game","VR Game","/images/themes/game_art/VR 游戏_VR Game.png",
"游戏美术",cat18_item22,"游戏图标","Game Icon","Game Icon","/images/themes/game_art/游戏图标_Game Icon.png",
"游戏美术",cat18_item23,"复古像素","Retro Pixel","Retro Pixel","/images/themes/game_art/复古像素_Retro Pixel.png",
"游戏美术",cat18_item24,"VR 游戏","VR Game","VR Game","/images/themes/game_art/VR 游戏_VR Game.png",
"游戏美术",cat18_item25,"AR 游戏","AR Game","AR Game","/images/themes/game_art/AR 游戏_AR Game.png",
"游戏美术",cat18_item26,"独立游戏","Indie Game","Indie Game","/images/themes/game_art/独立游戏_Indie Game.png",
"游戏美术",cat18_item27,"VR 游戏","VR Game","VR Game","/images/themes/game_art/VR 游戏_VR Game.png",
"游戏美术",cat18_item28,"游戏图标","Game Icon","Game Icon","/images/themes/game_art/游戏图标_Game Icon.png",
"氛围情绪",cat19_item1,"孤独","Loneliness","Loneliness","/images/themes/mood/孤独_Loneliness.png",true
"氛围情绪",cat19_item2,"温暖","Warmth","Warmth","/images/themes/mood/温暖_Warmth.png",true
"氛围情绪",cat19_item3,"恐怖","Horror","Horror","/images/themes/mood/恐怖_Horror.png",true
"氛围情绪",cat19_item4,"梦幻","Dreamy","Dreamy","/images/themes/mood/梦幻_Dreamy.png",true
"氛围情绪",cat19_item5,"宁静","Serenity","Serenity","/images/themes/mood/宁静_Serenity.png",
"氛围情绪",cat19_item6,"忧郁","Melancholy","Melancholy","/images/themes/mood/忧郁_Melancholy.png",
"氛围情绪",cat19_item7,"兴奋","Excitement","Excitement","/images/themes/mood/兴奋_Excitement.png",
"氛围情绪",cat19_item8,"神秘","Mystery","Mystery","/images/themes/mood/神秘_Mystery.png",
"氛围情绪",cat19_item9,"浪漫","Romantic","Romantic","/images/themes/mood/浪漫_Romantic.png",
"氛围情绪",cat19_item10,"希望","Hope","Hope","/images/themes/mood/希望_Hope.png",
"氛围情绪",cat19_item11,"压抑","Oppressive","Oppressive","/images/themes/mood/压抑_Oppressive.png",
"氛围情绪",cat19_item12,"神圣","Sacred","Sacred","/images/themes/mood/神圣_Sacred.png",
"氛围情绪",cat19_item13,"荒诞","Absurd","Absurd","/images/themes/mood/荒诞_Absurd.png",
"氛围情绪",cat19_item14,"诗意","Poetic","Poetic","/images/themes/mood/诗意_Poetic.png",
"氛围情绪",cat19_item15,"庄严","Majestic","Majestic","/images/themes/mood/庄严_Majestic.png",
"氛围情绪",cat19_item16,"诡异","Uncanny","Uncanny","/images/themes/mood/诡异_Uncanny.png",
"氛围情绪",cat19_item17,"空灵","Ethereal","Ethereal","/images/themes/mood/空灵_Ethereal.png",
"氛围情绪",cat19_item18,"紧张","Tension","Tension","/images/themes/mood/紧张_Tension.png",
"氛围情绪",cat19_item19,"希望","Hope","Hope","/images/themes/mood/希望_Hope.png",
"氛围情绪",cat19_item20,"庄严","Majestic","Majestic","/images/themes/mood/庄严_Majestic.png",
"氛围情绪",cat19_item21,"诡异","Uncanny","Uncanny","/images/themes/mood/诡异_Uncanny.png",
"氛围情绪",cat19_item22,"空灵","Ethereal","Ethereal","/images/themes/mood/空灵_Ethereal.png",
"氛围情绪",cat19_item23,"紧张","Tension","Tension","/images/themes/mood/紧张_Tension.png",
"氛围情绪",cat19_item24,"希望","Hope","Hope","/images/themes/mood/希望_Hope.png",
"氛围情绪",cat19_item25,"庄严","Majestic","Majestic","/images/themes/mood/庄严_Majestic.png",
"氛围情绪",cat19_item26,"诗意","Poetic","Poetic","/images/themes/mood/诗意_Poetic.png",
"氛围情绪",cat19_item27,"诡异","Uncanny","Uncanny","/images/themes/mood/诡异_Uncanny.png",
"氛围情绪",cat19_item28,"空灵","Ethereal","Ethereal","/images/themes/mood/空灵_Ethereal.png",
"艺术家风格",cat20_item1,"抽象艺术家风格","Abstract Artist Style","Abstract Artist Style","/images/themes/artist_style/抽象艺术家风格_Abstract Artist Style.png",true
"艺术家风格",cat20_item2,"超现实主义艺术家风格","Surrealist Artist Style","Surrealist Artist Style","/images/themes/artist_style/超现实主义艺术家风格_Surrealist Artist Style.png",true
"艺术家风格",cat20_item3,"赛博朋克艺术家风格","Cyberpunk Artist Style","Cyberpunk Artist Style","/images/themes/artist_style/赛博朋克艺术家风格_Cyberpunk Artist Style.png",true
"艺术家风格",cat20_item4,"低多边形艺术家风格","Low-Poly Artist Style","Low-Poly Artist Style","/images/themes/artist_style/低多边形艺术家风格_Low-Poly Artist Style.png",true
"艺术家风格",cat20_item5," 媒体艺术家风格","Media Artist Style","Media Artist Style","/images/themes/artist_style/ 媒体艺术家风格_Media Artist Style.png",
"艺术家风格",cat20_item6,"插画艺术家风格","Illustration Artist Style","Illustration Artist Style","/images/themes/artist_style/插画艺术家风格_Illustration Artist Style.png",
"艺术家风格",cat20_item7,"风景艺术家风格","Landscape Artist Style","Landscape Artist Style","/images/themes/artist_style/风景艺术家风格_Landscape Artist Style.png",
"艺术家风格",cat20_item8,"迷幻艺术家风格","Psychedelic Artist Style","Psychedelic Artist Style","/images/themes/artist_style/迷幻艺术家风格_Psychedelic Artist Style.png",
"艺术家风格",cat20_item9,"复古艺术家风格","Retro Artist Style","Retro Artist Style","/images/themes/artist_style/复古艺术家风格_Retro Artist Style.png",
"艺术家风格",cat20_item10,"动漫艺术家风格","Anime Artist Style","Anime Artist Style","/images/themes/artist_style/动漫艺术家风格_Anime Artist Style.png",
"艺术家风格",cat20_item11,"现代极简主义艺术风格","Modern Minimalist Artist Style","Modern Minimalist Artist Style","/images/themes/artist_style/现代极简主义艺术风格_Modern Minimalist Artist Style.png",
"艺术家风格",cat20_item12,"动态插画艺术风格 ","Dynamic Illustration Artist Style","Dynamic Illustration Artist Style","/images/themes/artist_style/动态插画艺术风格 _Dynamic Illustration Artist Style.png",
"艺术家风格",cat20_item13,"童话艺术家风格","Fairy Tale Artist Style","Fairy Tale Artist Style","/images/themes/artist_style/童话艺术家风格_Fairy Tale Artist Style.png",
"艺术家风格",cat20_item14,"未来主义艺术家风格","Futuristic Artist Style","Futuristic Artist Style","/images/themes/artist_style/未来主义艺术家风格_Futuristic Artist Style.png",
"艺术家风格",cat20_item15,"动物插画艺术家风格 ","Animal Illustration Artist Style","Animal Illustration Artist Style","/images/themes/artist_style/动物插画艺术家风格 _Animal Illustration Artist Style.png",
"艺术家风格",cat20_item16,"迷你艺术家风格","Miniature Artist Style","Miniature Artist Style","/images/themes/artist_style/迷你艺术家风格_Miniature Artist Style.png",
"艺术家风格",cat20_item17,"黑白艺术家风格","Black and White Artist Style","Black and White Artist Style","/images/themes/artist_style/黑白艺术家风格_Black and White Artist Style.png",
"艺术家风格",cat20_item18,"数字拼贴艺术家风格","Digital Collage Artist Style","Digital Collage Artist Style","/images/themes/artist_style/数字拼贴艺术家风格_Digital Collage Artist Style.png",
"艺术家风格",cat20_item19,"幻想艺术家风格","Fantasy Artist Style","Fantasy Artist Style","/images/themes/artist_style/幻想艺术家风格_Fantasy Artist Style.png",
